source|source_Material|source_MaterialPrefixed|target_Material|target_MaterialName|target_MaterialType
TimeXtender|2242.120-00010|G2242.120-00010|1000004377|SCF-BRA N- 2  L= 500mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00017|G2242.120-00017|1000004384|SCF-BRA N- 3  L= 550mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00024|G2242.120-00024|1000004391|SCF-BRA N- 4  L= 600mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00032|G2242.120-00032|1000004399|SCF-BRA N- 5  L= 600mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00040|G2242.120-00040|1000004407|SCF-BRA N- 6  L= 700mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00047|G2242.120-00047|1000004414|SCF-BRA N- 7  L= 700mm-L4 PAC PNA|ZFER
TimeXtender|2242.120-00059|G2242.120-00059|1000004423|SCF-BRA N- 8  L= 900mm-L4 PAC PNA|ZFER
TimeXtender|2242.130-00034|G2242.130-00034|1000004438|SCF-BRA AJ- 5 L=650mm -L4 PAC PA|ZFER
TimeXtender|2242.140-00020|G2242.140-00020|1000004456|SCF-BRA NJ- 3 L=600mm -L4 PAC PA|ZFER
TimeXtender|TTH32|DTTH32|1000200269|TTH 32 ENDVERANKERUNG, VORMONTIERT|ZFER
TimeXtender|TTPVC12/14|DTTPVC12/14|1000200276|PVC GEWINDESCHUTZKAPPEN 12/14|ZFER
TimeXtender|TTS12|DTTS12|1000200283|TTS-Kupplung 12|ZFER
TimeXtender|TTS30|DTTS30|1000200290|TTS-Kupplung 30|ZFER
TimeXtender|TTT30/36|DTTT30/36|1000200297|TTT REDUKTIONS-KUPPLUNG 30/36|ZFER
TimeXtender|AMRDA230B|EAMRDA230B|1000200304|AMR DELTAANKER 230 B|ZFER
TimeXtender|AMRG4080|EAMRG4080|1000200311|MR-L-AMR-G-D4-W80|ZFER
TimeXtender|AMRMURFIX|EAMRMURFIX|1000200318|AMR MURFIX 1.4362|ZFER
TimeXtender|AMRS5100|EAMRS5100|1000200325|MR-L-AMR-S-D5-W100-A2|ZFER
TimeXtender|DMS-TTS GROSS|EDMS-TTS GROSS|1000201794|DMS-TTS-GROSS|ZFER
TimeXtender|0312.030-00011|G0312.030-00011|4000200112|IS-AIS C-HVT 41 - 26 -HDG angle 90°|ZHAL
TimeXtender|0560.050-00001|G0560.050-00001|4000200119|SF-G-UHA-5-1-120-OD-A4|ZHAL
TimeXtender|0560.050-00017|G0560.050-00017|4000200126|SF-G-UHA-10-1-330-OD-A4|ZHAL
TimeXtender|0562.310-00008|G0562.310-00008|4000200133|SCF-HKZ GU- 38/17 300-A4 HA RT-SOL|ZHAL
TimeXtender|0563.120-00002|G0563.120-00002|4000200140|SF-SUK-TSG-Platte-M16-LL11x25-A4|ZHAL
TimeXtender|0578.010-00002|G0578.010-00002|4000200147|SF-A-HGA-F-140-Tragwinkel-A4|ZHAL
TimeXtender|0585.050-00006|G0585.050-00006|4000200154|SCF-ERU-2,8-220-A4 HA R-SOL (CH)|ZHAL
TimeXtender|0585.070-00001|G0585.070-00001|4000200161|SCF-KAL-30/5-150-A4 HA CA-SOL (CH)|ZHAL
TimeXtender|0755.060-00020|G0755.060-00020|4000200168|SF-B-DT-GK-1328-L230-A4|ZHAL
Michel Delta|AZZE12|EAZZE12|4000200175|ANCRA-Z ZUGANKER HÜLSENTEIL ZE Ø12MM|ZHAL
TimeXtender|0020.060-00008|G0020.060-00008|3000020594|FI-SA 995-G -M16   80 EZP-|ZHAW
TimeXtender|0020.060-00020|G0020.060-00020|3000020600|FI-SA 995-G -M20  100 R-|ZHAW
TimeXtender|0021.010-00003|G0021.010-00003|3000020607|FI-A 2280 NP-M12  -|ZHAW
TimeXtender|0021.020-00005|G0021.020-00005|3000020614|FI-A 2250 FP-M16  -|ZHAW
TimeXtender|0021.090-00001|G0021.090-00001|3000020621|FI-A 2275 NP-  -|ZHAW
TimeXtender|0025.010-00007|G0025.010-00007|3000020628|FA-SBA SB-WB 3800 13-050|ZHAW
TimeXtender|0025.019-00001|G0025.019-00001|3000020635|FA-SBA SB-WB 3800 -SC|ZHAW
TimeXtender|0025.020-00011|G0025.020-00011|3000020642|FA-SBA SB-WB 3801 22-150|ZHAW
TimeXtender|0032.020-00002|G0032.020-00002|3000020645|PC-WoC-HNA-BN-120 -HDG|ZHAW
TimeXtender|0056.020-00004|G0056.020-00004|3000020651|HBT CH- 85-10/15y-1250 TYP 2|ZHAW
TimeXtender|0240.200-00027|G0240.200-00027|3000022376|SCF-FPA 5Z-M 11,5kN-290/360 -A4 (XL)|ZHAW
TimeXtender|0240.210-00002|G0240.210-00002|3000022383|SCF-FPA5AZ-M5,0kN100/170-ar<=100-A4(M)|ZHAW
TimeXtender|0240.210-00009|G0240.210-00009|3000022390|SCF-FPA5AZ-M11,5kN200/270-ar<=135-A4(L)|ZHAW
TimeXtender|0240.210-00016|G0240.210-00016|3000022397|SCF-FPA5AZ-M34,0kN70/150-ar<=200-A4(S)|ZHAW
TimeXtender|0240.210-00024|G0240.210-00024|3000022404|SCF-FPA5AZ-M34,0kN300/370-ar<=200-A4(XL)|ZHAW
TimeXtender|0240.220-00003|G0240.220-00003|3000022411|SCF-FPA 3-M  8,0kN 60/110 -A4  (M)|ZHAW
TimeXtender|0240.220-00011|G0240.220-00011|3000022418|SCF-FPA 3-M 34,0kN 60/120 -A4  (M)|ZHAW
TimeXtender|0240.220-00022|G0240.220-00022|3000022425|SCF-FPA 3-M 34,0kN 200/280-A4 (XL)|ZHAW
TimeXtender|0241.020-00001|G0241.020-00001|3000022432|SCF-WPAB-5,0kNb=20-80mm-A4TFDSLB|ZHAW
TimeXtender|0243.070-00004|G0243.070-00004|3000020833|SCF-DS 7-  20  -PVC HA PSO|ZHAW
TimeXtender|0350.070-00073|G0350.070-00073|3000021175|CA-TB HS 40/22 HDG-8.8 M16 x 060|ZHAW
TimeXtender|0350.070-00089|G0350.070-00089|3000021182|CA-TB HS 40/22 HDG-4.6 M12 x 040|ZHAW
TimeXtender|0350.090-00006|G0350.090-00006|3000021188|CA-TB HS 50/30 A4-50 M16 x 040|ZHAW
TimeXtender|0350.090-00015|G0350.090-00015|3000021195|CA-TB HS 50/30 A4-50 M20 x 100|ZHAW
TimeXtender|0350.090-00025|G0350.090-00025|3000021202|CA-TB HS 50/30 HDG-4.6 M12 x 030|ZHAW
TimeXtender|0350.090-00035|G0350.090-00035|3000021211|CA-TB HS 50/30 EPS-4.6 M12 x 150|ZHAW
TimeXtender|0170.000-00034|G0170.000-00034|3000022102|SF-G-UMA-22-1-240-A4|ZHAW
TimeXtender|0170.000-00043|G0170.000-00043|3000022109|SF-G-UMA-22-1-300-A4|ZHAW
TimeXtender|0170.000-00069|G0170.000-00069|3000022116|SF-G-UMA 16-1-150-RL6,1-A4|ZHAW
TimeXtender|0172.000-00007|G0172.000-00007|3000022123|SF-G-UMA-12-3-150-A4|ZHAW
TimeXtender|0174.000-00028|G0174.000-00028|3000022130|SF-G-UMA 18-7-270 -A4|ZHAW
TimeXtender|0180.000-00004|G0180.000-00004|3000022137|SF-G-UHA-5-1-210-A4|ZHAW
TimeXtender|0180.000-00011|G0180.000-00011|3000022144|SF-G-UHA-7-1-270-A4|ZHAW
TimeXtender|0180.000-00018|G0180.000-00018|3000022151|SF-G-UHA-10-1-360-A4|ZHAW
TimeXtender|0218.000-00001|G0218.000-00001|3000022158|SF-SUK-HS-1,6-1-A4|ZHAW
TimeXtender|0221.000-00005|G0221.000-00005|3000022165|SF-SUK-TSG-1,5-1-M16-Ld15-A4|ZHAW
TimeXtender|0020.010-00048|G0020.010-00048|1000201801|FI-BA1988 -M12  55 EZP-|ZFER
TimeXtender|0020.010-00065|G0020.010-00065|1000200603|FI-BA1988 -M20 180 A4 50-|ZFER
TimeXtender|0020.010-00073|G0020.010-00073|1000200610|FI-BA1988 -M20  90 HDG-|ZFER
TimeXtender|0020.200-00004|G0020.200-00004|1000200617|FI-PA 1980-P -M24  110 EZP-|ZFER
TimeXtender|0020.210-00103|G0020.210-00103|1000200624|FI-BA 1980-S -M16  585 EZP-|ZFER
TimeXtender|0020.270-00007|G0020.270-00007|1000200631|FI-T-FIXX -M16 100 EZP-|ZFER
TimeXtender|0020.270-00103|G0020.270-00103|1000200638|FI-T-FIXX -M12  50 R-|ZFER
TimeXtender|0020.270-00110|G0020.270-00110|1000200645|FI-T-FIXX -M20 100 R-|ZFER
TimeXtender|0027.009-00002|G0027.009-00002|1000200652|CC-CG HKW-  NSL-SC|ZFER
TimeXtender|0027.010-00007|G0027.010-00007|1000200659|CC-CG HKW- 50/5 A2-750/2|ZFER
TimeXtender|459511109|C0459511109|7000200064|HÜLSENKÖRPER CS992|ZROH
TimeXtender|459511304|C0459511304|7000200071|VKR 100X40X3 L=395 1.4301|ZROH
TimeXtender|459515237|C0459515237|7000200078|AC CRET SILENT 945/946 NAGELPLATTE|ZROH
TimeXtender|459550020|C0459550020|7000200085|AC RIBA SILENT 915 HÜLSENGEHÄUSE|ZROH
TimeXtender|459550034|C0459550034|7000200092|DRUCKPLATTE R915-16|ZROH
TimeXtender|459570020|C0459570020|7000200099|ABSCH.BL. A716|ZROH
TimeXtender|900060011|C0900060011|7000200106|VKR 30X30X3 S355|ZROH
TimeXtender|902010301|C0902010301|7000200111|FLA 25X15 1.4362|ZROH
TimeXtender|902040628|C0902040628|7000200118|RND Ø28 1.4482|ZROH
TimeXtender|904001200|C0904001200|7000200128|TEFLON PTFE FOLIE;|ZROH
TimeXtender|0735.010-00041|G0735.010-00041|1000201158|LS-KKT-SHA-6000-5.0-L340-MF|ZFER
TimeXtender|0735.010-00052|G0735.010-00052|1000201166|LS-KKT-SHA-6000-7.5-L540-MF|ZFER
TimeXtender|0735.010-00062|G0735.010-00062|1000201173|LS-KKT-SHA-6000-10.0-L680-MF|ZFER
TimeXtender|0735.010-00076|G0735.010-00076|1000201184|LS-KKT-SHA-6000-20.0-L1000-MF|ZFER
TimeXtender|0735.010-00147|G0735.010-00147|1000201195|LS-KKT-SHA-6000-7.5-L200-A4|ZFER
TimeXtender|0735.010-00197|G0735.010-00197|1000201202|LS-KKT-SHA-6000-45.0-L500-MF|ZFER
TimeXtender|0735.030-00006|G0735.030-00006|1000201209|LS-KKT-SHAO-6002-10.0-L667-MF|ZFER
TimeXtender|0735.070-00003|G0735.070-00003|1000201216|LS-KKT-SHRA-6050-2.5-L520-MF|ZFER
TimeXtender|0735.200-00037|G0735.200-00037|1000201223|LS-KKT-SHRA-6050-7.5-L750-HDG|ZFER
TimeXtender|0735.200-00063|G0735.200-00063|1000201229|LS-KKT-SHEA-6001-5.0-L120-HDG|ZFER
Roman&Eline|0566.100-00009|0566.100-00009|3000021982|HBS-05 -EA-22 (CH)|ZHAW
Roman&Eline|0062.060-00004|0062.060-00004|3000021990|HBS-05 S&-A -18 (CH)|ZHAW
Roman&Eline|0725.030-00002|0725.030-00002|3000021998|HBS-05-28 -GV Nagelplatte|ZHAW
Roman&Eline|0001.919-00085|0001.919-00085|3000022018|HBS-05-TIG-20-Verbindungsmuffe (CH)|ZHAW
Roman&Eline|DUMM0001.919-000A5|DUMM0001.919-000A5|3000022839|Dummy HW Range|ZHAW
TimeXtender|201022021|C0201022021|60000015|SC CRET SET 122 V25 SEISMIC E60|ZNLA
TimeXtender|201024021|C0201024021|60000022|SC CRET SET 124 SEISMIC E60|ZNLA
TimeXtender|201028022|C0201028022|60000029|SC CRET SET 128 V50 SEISMIC E60|ZNLA
TimeXtender|201034023|C0201034023|60000036|SC CRET SET 134 V75 SEISMIC E60|ZNLA
TimeXtender|201045000|C0201045000|60000043|SC CRET SET 145|ZNLA
TimeXtender|0312.030-00021|G0312.030-00021|3000020948|IS-AIS C-HVT 41 - 41R-HDG T-coupler|ZHAW
TimeXtender|0318.000-00011|G0318.000-00011|3000020955|IS-AIS CEC-HPE  -28/15|ZHAW
TimeXtender|0322.010-00006|G0322.010-00006|3000020962|IS-AIS LP-GWP 41/41 EP-M10 ( P3008 )|ZHAW
TimeXtender|0322.020-00001|G0322.020-00001|3000020969|IS-AIS LP-GWP 41/41 F HDG-M12 ( P3013 )|ZHAW
TimeXtender|0322.040-00001|G0322.040-00001|3000020976|IS-AIS LP-GWP 41/41 SN EP-M 6 ( P4006 )|ZHAW
TimeXtender|0323.000-00004|G0323.000-00004|3000020983|IS-AIS TB-HS 41/41 HDG-M12 x 35|ZHAW
TimeXtender|0323.010-00006|G0323.010-00006|3000020990|IS-AIS TB-HZS 41/41 ZFC-M12 x 50|ZHAW
TimeXtender|0325.020-00001|G0325.020-00001|3000020996|IS-AIS KLP-60/10 HDG -75x60x18 h=10|ZHAW
TimeXtender|0330.009-00002|G0330.009-00002|3000021003|HALFIX Sonder Einkauf|ZHAW
TimeXtender|0350.010-00003|G0350.010-00003|3000021009|CA-TB HS 20/12 A2-70 M08 x 030|ZHAW
TimeXtender|NIRO25141680|DNIRO25141680|3000020249|NIRO25 14MM R/STHL, W.NR. S3|ZHAW
TimeXtender|TD21S-5/25-200|DTD21S-5/25-200|3000020256|DEFORMATIONSLAGER TD21S-5/25-200|ZHAW
TimeXtender|TD21S-5/50-250|DTD21S-5/50-250|3000020263|DEFORMATIONSLAGER TD21S-5/50-250|ZHAW
TimeXtender|TDG27S-5/50-200|DTDG27S-5/50-200|3000020270|DEFORMATIONS &GLEITLAGER TDG27S-5/50-200|ZHAW
TimeXtender|TTS36HALB|DTTS36HALB|3000020277|TTS-Muf-Halbs Ø 36mm, inkl. 1 Kupp,1 Gew|ZHAW
TimeXtender|AP16|EAP16|3000020284|ANKPLTT AP16 100X100X15 1.4404 ZLOCH Ø18|ZHAW
TimeXtender|DMSEG018|EDMSEG018|3000020291|ROHRSCHLÜSSEL GROSS|ZHAW
TimeXtender|ED10350H|EED10350H|3000020298|SC ED F 10/350 P|ZHAW
TimeXtender|ED15300H|EED15300H|3000020304|SC ED F 15/300 P|ZHAW
TimeXtender|ED18500H|EED18500H|3000020311|SC ED F 18/500 P|ZHAW
TimeXtender|0271.010-00109|G0271.010-00109|3000020876|CSF-SPA 2- 10 440-A4 WIA SA|ZHAW
TimeXtender|0271.010-00118|G0271.010-00118|3000020883|CSF-SPA 2- 09 400-A4 WIA SA|ZHAW
TimeXtender|0272.030-00001|G0272.030-00001|3000020890|CSF-SPA A- 04 160-A4 RT CLP|ZHAW
TimeXtender|0273.010-00001|G0273.010-00001|3000020897|CSF-SPA B- 03 160-A4 RT ST|ZHAW
TimeXtender|0273.030-00001|G0273.030-00001|3000020904|CSF-SPA B- 05 240-A4 RT ST|ZHAW
TimeXtender|0274.010-00002|G0274.010-00002|3000020911|CSF-SPA N- 03 140-A4 RT CPI|ZHAW
TimeXtender|0274.020-00004|G0274.020-00004|3000020918|CSF-SPA N- 04 220-A4 RT CPI|ZHAW
TimeXtender|0274.030-00002|G0274.030-00002|3000020925|CSF-SPA N- 05 260-A4 RT CPI|ZHAW
TimeXtender|0274.040-00004|G0274.040-00004|3000020931|CSF-SPA N- 06 400-A4 RT CPI|ZHAW
TimeXtender|0303.010-00014|G0303.010-00014|3000022608|IS-AIS PC-HCS-RAD A4 105-SET|ZHAW
TimeXtender|0400.060-00001|G0400.060-00001|7000200362|GA-SA TR-GWS M16 x 1000 EP-DIN 976-1|ZROH
TimeXtender|0402.050-00004|G0402.050-00004|7000200369|GA-SA RN-RM M16 EP-DIN582 2003-8 d=35|ZROH
TimeXtender|0436.060-00001|G0436.060-00001|7000200376|PIAC- HCB-H 8x 80-EZP- SW13|ZROH
TimeXtender|0562.600-00002|G0562.600-00002|7000200379|SCF-WPA GL-30  8,0 kN 115x115-EM SC SBE|ZROH
TimeXtender|0729.020-00001|G0729.020-00001|7000200396|SC HSD M 20/300 S3|ZROH
TimeXtender|0729.030-00004|G0729.030-00004|7000200403|SC HSD F 30/300 P|ZROH
TimeXtender|0736.010-00001|G0736.010-00001|7000200410|LS-KKT-RF-6131-1.3|ZROH
TimeXtender|0736.010-00009|G0736.010-00009|7000200417|LS-KKT-RF-6131-32.0/45.0|ZROH
TimeXtender|0741.040-00001|G0741.040-00001|7000200424|LS-HDHA-NP-6358-RD12|ZROH
TimeXtender|0741.090-00006|G0741.090-00006|7000200431|LS-HDHA-NP-6512-RD24|ZROH
TimeXtender|0771.020-00032|G0771.020-00032|1000003197|CSF-FA 2- 260 0080-A4 FA SA|ZFER
TimeXtender|0771.020-00039|G0771.020-00039|1000003204|CSF-FA 2- 260 0360-A4 FA SA|ZFER
TimeXtender|0771.030-00006|G0771.030-00006|1000003211|CSF-FA 3- 260 0280-A4 FA SA|ZFER
TimeXtender|0771.030-00013|G0771.030-00013|1000003218|CSF-FA 3- 280 0200-A4 FA SA|ZFER
TimeXtender|0771.030-00029|G0771.030-00029|1000003233|CSF-FA 3- 350 0280-A4 FA SA|ZFER
TimeXtender|0920.270-02125|G0920.270-02125|1000003853|BC HIT HP ZVX-0806-20-100-030-12 (UK;SE)|ZFER
TimeXtender|0920.910-00005|G0920.910-00005|1000003891|BC HIT HP FK-20-COR|ZFER
TimeXtender|1060.040-00002|G1060.040-00002|1000004045|HSC-B SH-20 / 460 FV|ZFER
TimeXtender|1280.050-00001|G1280.050-00001|1000004053|IS-VIS HVG-A h.prof. 172x75-h100-PC  SM|ZFER
TimeXtender|2001.060-00803|G2001.060-00803|1000004074|CC-C CR-HTA-CE 40/25 HDG-0250|ZFER
TimeXtender|ESD10300H|EESD10300H|1000200387|SC ESD F 10/300 S2|ZFER
TimeXtender|ESD15400H|EESD15400H|1000200394|SC ESD F 15/400 S2|ZFER
TimeXtender|ESD20350H|EESD20350H|1000200401|SC ESD F 20/350 S2|ZFER
TimeXtender|ESDQ10350H|EESDQ10350H|1000200408|SC ESD FQ 10/350 S2|ZFER
TimeXtender|ESDQ18300H|EESDQ18300H|1000200415|SC ESD FQ 18/300 S2|ZFER
TimeXtender|ESDQ25350H|EESDQ25350H|1000200422|SC ESD FQ 25/350 S2|ZFER
TimeXtender|HLD24D|EHLD24D|1000200429|SC HLD M 24 S3|ZFER
TimeXtender|HLD42H|EHLD42H|1000200436|SC HLD F 42 S2|ZFER
TimeXtender|HLDQ35H|EHLDQ35H|1000200443|SC HLD FQ 35 S2|ZFER
TimeXtender|MBTET18|EMBTET18|1000200450|MBT-Kupplung ET 18|ZFER
TimeXtender|0735.200-00120|G0735.200-00120|1000201247|LS-KKT-SHA-6000-10.0-L250-HDG|ZFER
TimeXtender|0735.200-00132|G0735.200-00132|1000201254|LS-KKT-SHA-6000-20.0-L240-HDG|ZFER
TimeXtender|0735.200-00159|G0735.200-00159|1000201262|LS-KKT-SHA-6000-5.0-L580-HDG|ZFER
TimeXtender|0736.020-00007|G0736.020-00007|1000201269|LS-KKT-RF-6132-15.0|ZFER
TimeXtender|0736.030-00006|G0736.030-00006|1000201276|LS-KKT-RF-6133-7.5|ZFER
TimeXtender|0736.130-00002|G0736.130-00002|1000201283|LS-KKT-RFM-6152-2.5|ZFER
TimeXtender|0738.010-00001|G0738.010-00001|1000201290|LS-KKT-ULC-6102-1.3-EPS|ZFER
TimeXtender|0738.010-00103|G0738.010-00103|1000201296|LS-KKT-ULC-6102-5.0-EPS-C|ZFER
TimeXtender|0740.010-00006|G0740.010-00006|1000201303|LS-HA-TLA-6351-0.8-L155-RD14-EPS|ZFER
TimeXtender|0740.010-00015|G0740.010-00015|1000201310|LS-HA-TLA-6351-1.6-L90-RD18-EPS|ZFER
TimeXtender|0055.040-00013|G0055.040-00013|1000001402|HBT NL 120-12/15 -1250 (36)|ZFER
TimeXtender|0057.120-00001|G0057.120-00001|1000001539|PS HDB SR P-10/135-2|ZFER
TimeXtender|0057.120-00008|G0057.120-00008|1000001546|PS HDB SR P-10/165-3|ZFER
TimeXtender|0057.120-00015|G0057.120-00015|1000001553|PS HDB SR P-10/205-2|ZFER
TimeXtender|0057.120-00022|G0057.120-00022|1000001560|PS HDB SR P-12/165-3|ZFER
TimeXtender|0057.120-00029|G0057.120-00029|1000001567|PS HDB SR P-12/205-2|ZFER
TimeXtender|0057.120-00036|G0057.120-00036|1000001574|PS HDB SR P-12/245-3|ZFER
TimeXtender|0057.130-00042|G0057.130-00042|1000001581|PS HDB SR R-14/205-3|ZFER
TimeXtender|0057.130-00049|G0057.130-00049|1000001588|PS HDB SR R-14/245-2|ZFER
TimeXtender|0057.130-00056|G0057.130-00056|1000001595|PS HDB SR R-16/205-3|ZFER
TimeXtender|451104006|C0451104006|1000200139|AC CRET SILENT 986-60 S3|ZFER
TimeXtender|451104020|C0451104020|1000200146|AC CRET SILENT S 986 S3|ZFER
TimeXtender|451106030|C0451106030|1000200153|AC CRET SILENT 993P E10 S2|ZFER
TimeXtender|451204100|C0451204100|1000200160|AC APG TO CRET SILENT 945 S3|ZFER
TimeXtender|503000000|C0503000000|1000201781|DORN HFV|ZFER
TimeXtender|BSM11011020-35|DBSM11011020-35|1000200173|SC FPC ED-ESD 25-20|ZFER
TimeXtender|BSM160110-22|DBSM160110-22|1000200177|SC FPC DSD 75-20|ZFER
TimeXtender|BSMQ16011020-20|DBSMQ16011020-20|1000200184|SC FPC ESDQ 10-20|ZFER
TimeXtender|BSMQ165110-20|DBSMQ165110-20|1000200191|SC FPC DSDQ 65-20|ZFER
TimeXtender|BSMQ33022020-52|DBSMQ33022020-52|1000200200|SC FPC HLDQ 52-20|ZFER
TimeXtender|0055.040-00011|G0055.040-00011|1000001400|HBT NL 120-8/15 -1250 (24)|ZFER
TimeXtender|0055.060-00013|G0055.060-00013|1000001428|HBT NL 190-12/15 -1250 (36)|ZFER
TimeXtender|0057.120-00006|G0057.120-00006|1000001544|PS HDB SR P-10/155-3|ZFER
TimeXtender|0057.120-00013|G0057.120-00013|1000001551|PS HDB SR P-10/195-2|ZFER
TimeXtender|0057.120-00020|G0057.120-00020|1000001558|PS HDB SR P-12/155-3|ZFER
TimeXtender|0057.120-00027|G0057.120-00027|1000001565|PS HDB SR P-12/195-2|ZFER
TimeXtender|0057.120-00034|G0057.120-00034|1000001572|PS HDB SR P-12/235-3|ZFER
TimeXtender|0057.130-00040|G0057.130-00040|1000001579|PS HDB SR R-14/195-3|ZFER
TimeXtender|0057.130-00047|G0057.130-00047|1000001586|PS HDB SR R-14/235-2|ZFER
TimeXtender|0057.130-00054|G0057.130-00054|1000001593|PS HDB SR R-14/285-3|ZFER
TimeXtender|451104004|C0451104004|1000200137|AC CRET SILENT 986-40 S3|ZFER
TimeXtender|451104015|C0451104015|1000200144|AC CRET SILENT D C986-50 S3|ZFER
TimeXtender|451106010|C0451106010|1000200151|AC CRET SILENT D CS993 S2|ZFER
TimeXtender|451107040|C0451107040|1000200158|AC CRET SILENT S 994 E10 HLP S2|ZFER
TimeXtender|451299000|C0451299000|1000200165|AC CRET-SILENT SPEZ. DIVERSES|ZFER
TimeXtender|BSM11011020-25|DBSM11011020-25|1000200171|SC FPC ED-ESD 18-20|ZFER
TimeXtender|BSM11011040-35|DBSM11011040-35|1000201784|SC FPC ED-ESD 25-40|ZFER
TimeXtender|BSM220110-30|DBSM220110-30|1000200182|SC FPC DSD 100-20|ZFER
TimeXtender|BSMQ16011030-22|DBSMQ16011030-22|1000200189|SC FPC ESDQ 15-30|ZFER
TimeXtender|BSMQ220160-42|DBSMQ220160-42|1000200196|SC FPC DSDQ 150-20|ZFER
TimeXtender|0552.030-00650|G0552.030-00650|4000002670|PS HDB S R-25/415|ZHAL
TimeXtender|0552.030-00657|G0552.030-00657|4000002677|PS HDB S R-25/485|ZHAL
TimeXtender|0552.030-00664|G0552.030-00664|4000002684|PS HDB S R-25/555|ZHAL
TimeXtender|0552.030-00673|G0552.030-00673|4000002693|PS HDB S R-25/645|ZHAL
TimeXtender|0552.030-00682|G0552.030-00682|4000002702|PS HDB S R-25/735|ZHAL
TimeXtender|0552.030-00691|G0552.030-00691|4000002711|PS HDB S R-25/825|ZHAL
TimeXtender|0552.030-00703|G0552.030-00703|4000002723|PS HDB S R-25/945|ZHAL
TimeXtender|0552.150-00009|G0552.150-00009|4000002734|PS HDB S P-10/185|ZHAL
TimeXtender|0552.150-00016|G0552.150-00016|4000002741|PS HDB S P-10/255|ZHAL
TimeXtender|0552.150-00029|G0552.150-00029|4000002748|PS HDB S P-12/205|ZHAL
TimeXtender|AP20|EAP20|3000020285|ANKPLTT AP20 120X120X15 1.4404 ZLOCH Ø22|ZHAW
TimeXtender|ED08300H|EED08300H|3000020292|SC ED F 08-300 P|ZHAW
TimeXtender|ED10350HAKH|EED10350HAKH|3000022034|ACIDORN AKH KUNSTOFFGLEITHÜLSE 10/350|ZHAW
TimeXtender|ED15350H|EED15350H|3000020305|SC ED F 15/350 P|ZHAW
TimeXtender|ED18600H|EED18600H|3000020312|SC ED F 18/600 P|ZHAW
TimeXtender|ED25400H|EED25400H|3000020319|SC ED F 25/400 P|ZHAW
TimeXtender|ISO-EB|EISO-EB|3000020326|ISO-EB|ZHAW
TimeXtender|ISO-EKF|EISO-EKF|3000020333|ISO-EKF|ZHAW
TimeXtender|ISO-KG|EISO-KG|3000020340|ISO-KG|ZHAW
TimeXtender|ISO-KVC|EISO-KVC|3000020347|ISO-KVC|ZHAW
TimeXtender|0056.280-00003|G0056.280-00003|3000020793|HBT CH-210-12/15x- 850 TYP 4|ZHAW
TimeXtender|0066.010-00001|G0066.010-00001|3000020800|PS HDB ABST 15/20|ZHAW
TimeXtender|0092.010-00009|G0092.010-00009|3000020807|SCH-51KU-10mm -M27 -KS|ZHAW
TimeXtender|0140.010-00004|G0140.010-00004|3000020810|WTR-HEA-250/4-A+H-VOR-A4|ZHAW
TimeXtender|0142.080-00002|G0142.080-00002|3000020816|WTR-LSA-DW-180/4-A4-Dübel8x60|ZHAW
TimeXtender|0142.140-00001|G0142.140-00001|3000020823|WTR-LSA-FS-280-A4-FS-Anker|ZHAW
TimeXtender|0156.010-00005|G0156.010-00005|3000022067|BS-A-HK-DA-8,0-L-SET-A4|ZHAW
TimeXtender|0159.010-00108|G0159.010-00108|3000022074|BS-A-HGA Q-335-SET-A4|ZHAW
TimeXtender|0159.030-00001|G0159.030-00001|3000020828|BS-A-HGA-HIP-1-260x40-KS|ZHAW
TimeXtender|0170.000-00004|G0170.000-00004|3000022084|SF-G-UMA-10-1-210-A4|ZHAW
TimeXtender|0350.020-00017|G0350.020-00017|3000021028|CA-TB HS 28/15 A4-70 M10 x 050|ZHAW
TimeXtender|0350.020-00025|G0350.020-00025|3000021035|CA-TB HS 28/15 EPS-4.6 M06 x 040|ZHAW
TimeXtender|0350.020-00034|G0350.020-00034|3000021042|CA-TB HS 28/15 EPS-4.6 M08 x 060|ZHAW
TimeXtender|0350.020-00042|G0350.020-00042|3000021049|CA-TB HS 28/15 EPS-4.6 M10 x 020|ZHAW
TimeXtender|0350.020-00050|G0350.020-00050|3000021056|CA-TB HS 28/15 EPS-4.6 M10 x 100|ZHAW
TimeXtender|0350.020-00071|G0350.020-00071|3000021063|CA-TB HS 28/15 EPS-8.8 M08 x 020|ZHAW
TimeXtender|0350.050-00011|G0350.050-00011|3000021070|CA-TB HS 38/17 A4-70 M12 x 025|ZHAW
TimeXtender|0350.050-00026|G0350.050-00026|3000021077|CA-TB HS 38/17 A4-50 M16 x 060|ZHAW
TimeXtender|0350.050-00040|G0350.050-00040|3000021084|CA-TB HS 38/17 EPS-4.6 M10 x 050|ZHAW
TimeXtender|0350.050-00050|G0350.050-00050|3000021091|CA-TB HS 38/17 HDG-8.8 M12 x 70|ZHAW
TimeXtender|0055.040-00012|G0055.040-00012|1000001401|HBT NL 120-10/15 -1250 (30)|ZFER
TimeXtender|0055.070-00012|G0055.070-00012|1000001436|HBT NL 220-10/15 -1250 (30)|ZFER
