MaterialGroupID;EClassCode;EClassCategory;EClassCategoryDescription;Category_L1;Category_L2;Category_L3;Category_L4
1AAAA;22000000;Bldg comp & mfg mats;Building components & manufacturing materials (L1);Building components & manufacturing materials;Building components & manufacturing materials (L1);Building components & manufacturing materials (L1);Building components & manufacturing materials (L1)
1ABAA;35020089;Bldg comp & mfg mats;Aluminium / aluminum (L2);Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum (L2);Aluminium / aluminum (L2)
1ABBA;35021602;Bldg comp & mfg mats;Aluminium / aluminum billet (L3);Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum billet;Aluminium / aluminum billet (L3)
1ABCAA;35020100;Bldg comp & mfg mats;Aluminium / aluminum extrusion (L3);Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum extrusion;Aluminium / aluminum extrusion (L3)
1ABCAB;35020100;Bldg comp & mfg mats;Round Bars;Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum extrusion;Aluminium / aluminum extrusion (L3)
1ABEA;35021200;Bldg comp & mfg mats;Aluminium / aluminum parts (L3);Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum parts;Aluminium / aluminum parts (L3)
1ABFA;35020501;Bldg comp & mfg mats;Aluminium / aluminum sheet (L3);Building components & manufacturing materials;Aluminium / aluminum;Aluminium / aluminum sheet;Aluminium / aluminum sheet (L3)
1ACAA;22150000;Bldg comp & mfg mats;Civils & drainage (L2);Building components & manufacturing materials;Civils & drainage;Civils & drainage (L2);Civils & drainage (L2)
1ACBA;22150402;Bldg comp & mfg mats;Covers (L3);Building components & manufacturing materials;Civils & drainage;Covers;Covers (L3)
1ACBB;22150489;Bldg comp & mfg mats;Covers, cast (L4);Building components & manufacturing materials;Civils & drainage;Covers;Covers, cast (L4)
1ACBC;22150488;Bldg comp & mfg mats;Covers, composite (L4);Building components & manufacturing materials;Civils & drainage;Covers;Covers, composite (L4)
1ACBD;22150487;Bldg comp & mfg mats;Covers, ductile (L4);Building components & manufacturing materials;Civils & drainage;Covers;Covers, ductile (L4)
1ACCA;22150500;Bldg comp & mfg mats;Dewatering (L3);Building components & manufacturing materials;Civils & drainage;Dewatering;Dewatering (L3)
1ACCB;22140101;Bldg comp & mfg mats;Concrete pipe (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Concrete pipe (L4)
1ACCC;22149290;Bldg comp & mfg mats;Dewatering accessories (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Dewatering accessories (L4)
1ACCD;22140105;Bldg comp & mfg mats;Dewatering, plastic pipe (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Dewatering, plastic pipe (L4)
1ACCE;22150301;Bldg comp & mfg mats;Drainage channel (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Drainage channel (L4)
1ACCF;22140107;Bldg comp & mfg mats;Metal pipe (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Metal pipe (L4)
1ACCG;22150406;Bldg comp & mfg mats;Shaft (L4);Building components & manufacturing materials;Civils & drainage;Dewatering;Shaft (L4)
1ACDA;22220289;Bldg comp & mfg mats;Geosynthetics (felt, fleece & fabric) (L3);Building components & manufacturing materials;Civils & drainage;Geosynthetics (felt, fleece & fabric);Geosynthetics (felt, fleece & fabric) (L3)
1ACDB;22220208;Bldg comp & mfg mats;Geogrid (L4);Building components & manufacturing materials;Civils & drainage;Geosynthetics (felt, fleece & fabric);Geogrid (L4)
1ACDC;22220204;Bldg comp & mfg mats;Non-woven (L4);Building components & manufacturing materials;Civils & drainage;Geosynthetics (felt, fleece & fabric);Non-woven (L4)
1ACDD;22220288;Bldg comp & mfg mats;Woven (L4);Building components & manufacturing materials;Civils & drainage;Geosynthetics (felt, fleece & fabric);Woven (L4)
1ACEA;22330100;Bldg comp & mfg mats;Prefabricated concrete (L3);Building components & manufacturing materials;Civils & drainage;Prefabricated concrete;Prefabricated concrete (L3)
1ACFA;22160200;Bldg comp & mfg mats;Road construction materials (L3);Building components & manufacturing materials;Civils & drainage;Road construction materials;Road construction materials (L3)
1ADAAA;22330000;Bldg comp & mfg mats;Construction accessories (L2);Building components & manufacturing materials;Construction accessories;Construction accessories (L2);Construction accessories (L2)
1ADAAB;22330000;Bldg comp & mfg mats;Magnets;Building components & manufacturing materials;Construction accessories;Construction accessories (L2);Construction accessories (L2)
1ADAAC;22330000;Bldg comp & mfg mats;Profiles exp.joint wall ceiling in aluminum stainless rubber;Building components & manufacturing materials;Construction accessories;Construction accessories (L2);Construction accessories (L2)
1ADBA;22230100;Bldg comp & mfg mats;Facade products (L3);Building components & manufacturing materials;Construction accessories;Facade products;Facade products (L3)
1ADCA;22520000;Bldg comp & mfg mats;Fencing (L3);Building components & manufacturing materials;Construction accessories;Fencing;Fencing (L3)
1ADCB;22520100;Bldg comp & mfg mats;Fencing barrier, gate (L4);Building components & manufacturing materials;Construction accessories;Fencing;Fencing barrier, gate (L4)
1ADCC;22529200;Bldg comp & mfg mats;Fencing components (L4);Building components & manufacturing materials;Construction accessories;Fencing;Fencing components (L4)
1ADDA;22460000;Bldg comp & mfg mats;Flooring (L3);Building components & manufacturing materials;Construction accessories;Flooring;Flooring (L3)
1ADEA;22510200;Bldg comp & mfg mats;Formwork (L3);Building components & manufacturing materials;Construction accessories;Formwork;Formwork (L3)
1ADFAA;21130700;Bldg comp & mfg mats;Lifting element (L3);Building components & manufacturing materials;Construction accessories;Lifting element;Lifting element (L3)
1ADFAB;21130700;Bldg comp & mfg mats;Ropes;Building components & manufacturing materials;Construction accessories;Lifting element;Lifting element (L3)
1ADFAE;21130700;Bldg comp & mfg mats;Magnets;Building components & manufacturing materials;Construction accessories;Lifting element;Lifting element (L3)
1ADFB;21130702;Bldg comp & mfg mats;Anchors (L4);Building components & manufacturing materials;Construction accessories;Lifting element;Anchors (L4)
1ADGAA;22330192;Bldg comp & mfg mats;Prefabricated concrete accessories (L3);Building components & manufacturing materials;Construction accessories;Prefabricated concrete accessories;Prefabricated concrete accessories (L3)
1ADGAB;22330192;Bldg comp & mfg mats;Plastic Molded Part;Building components & manufacturing materials;Construction accessories;Prefabricated concrete accessories;Prefabricated concrete accessories (L3)
1ADGAC;22330192;Bldg comp & mfg mats;Plastic Catalogue Parts;Building components & manufacturing materials;Construction accessories;Prefabricated concrete accessories;Prefabricated concrete accessories (L3)
1ADGAD;22330192;Bldg comp & mfg mats;Extrusion Plastic Parts;Building components & manufacturing materials;Construction accessories;Prefabricated concrete accessories;Prefabricated concrete accessories (L3)
1ADHA;22490100;Bldg comp & mfg mats;Reinforcing accessories (L3);Building components & manufacturing materials;Construction accessories;Reinforcing accessories;Reinforcing accessories (L3)
1AEAA;22280000;Bldg comp & mfg mats;Doors, windows & hardware (L2);Building components & manufacturing materials;Doors, windows & hardware;Doors, windows & hardware (L2);Doors, windows & hardware (L2)
1AEBA;22289200;Bldg comp & mfg mats;Door and window accessories (L3);Building components & manufacturing materials;Doors, windows & hardware;Door and window accessories;Door and window accessories (L3)
1AECA;22280100;Bldg comp & mfg mats;Doors (L3);Building components & manufacturing materials;Doors, windows & hardware;Doors;Doors (L3)
1AEDA;22280302;Bldg comp & mfg mats;Window frames & cills / sills (L3);Building components & manufacturing materials;Doors, windows & hardware;Window frames & cills / sills;Window frames & cills / sills (L3)
1AFAA;22210000;Bldg comp & mfg mats;Dry construction (L2);Building components & manufacturing materials;Dry construction;Dry construction (L2);Dry construction (L2)
1AFBA;22210100;Bldg comp & mfg mats;Dry construction element (L3);Building components & manufacturing materials;Dry construction;Dry construction element;Dry construction element (L3)
1AFBB;22210103;Bldg comp & mfg mats;Cement fiber slab (L4);Building components & manufacturing materials;Dry construction;Dry construction element;Cement fiber slab (L4)
1AFBC;22210104;Bldg comp & mfg mats;Gypsum fiber board (L4);Building components & manufacturing materials;Dry construction;Dry construction element;Gypsum fiber board (L4)
1AFBD;22210106;Bldg comp & mfg mats;Plasterboard (L4);Building components & manufacturing materials;Dry construction;Dry construction element;Plasterboard (L4)
1AFCA;22171300;Bldg comp & mfg mats;Plaster (L3);Building components & manufacturing materials;Dry construction;Plaster;Plaster (L3)
1AGDAA;23150000;Bldg comp & mfg mats;Fasteners (L2);Building components & manufacturing materials;Fasteners;Fasteners (L2);Fasteners (L2)
1AGDAB;23150000;Bldg comp & mfg mats;Fastener Carbon Steel;Building components & manufacturing materials;Fasteners;Fasteners (L2);Fasteners (L2)
1AGDAC;23150000;Bldg comp & mfg mats;Metal anchor, - plugs;Building components & manufacturing materials;Fasteners;Fasteners (L2);Fasteners (L2)
1AGDAD;23150000;Bldg comp & mfg mats;Fastener Stainless Steel;Building components & manufacturing materials;Fasteners;Fasteners (L2);Fasteners (L2)
1AGFAA;23100105;Bldg comp & mfg mats;Bolts (L3);Building components & manufacturing materials;Fasteners;Bolts;Bolts (L3)
1AGFAC;23100105;Bldg comp & mfg mats;Cold Forged Parts;Building components & manufacturing materials;Fasteners;Bolts;Bolts (L3)
1AGGAA;23140000;Bldg comp & mfg mats;Clamp (L3);Building components & manufacturing materials;Fasteners;Clamp;Clamp (L3)
1AGHA;23120300;Bldg comp & mfg mats;Nail, pin (L3);Building components & manufacturing materials;Fasteners;Nail, pin;Nail, pin (L3)
1AGIAA;23110800;Bldg comp & mfg mats;Nuts (L3);Building components & manufacturing materials;Fasteners;Nuts;Nuts (L3)
1AGIAB;23110800;Bldg comp & mfg mats;Nuts Carbon Steel;Building components & manufacturing materials;Fasteners;Nuts;Nuts (L3)
1AGIAC;23110800;Bldg comp & mfg mats;Nuts Stainless Steel;Building components & manufacturing materials;Fasteners;Nuts;Nuts (L3)
1AGJAA;23110100;Bldg comp & mfg mats;Screw (L3);Building components & manufacturing materials;Fasteners;Screw;Screw (L3)
1AGJAB;23110100;Bldg comp & mfg mats;Screw stainless;Building components & manufacturing materials;Fasteners;Screw;Screw (L3)
1AGJAC;23110100;Bldg comp & mfg mats;Screw carbon steel;Building components & manufacturing materials;Fasteners;Screw;Screw (L3)
1AGJAE;23110100;Bldg comp & mfg mats;Turned Parts Carbon Steel ;Building components & manufacturing materials;Fasteners;Screw;Screw (L3)
1AGKAA;23109000;Bldg comp & mfg mats;T-Bolt (L3);Building components & manufacturing materials;Fasteners;T-Bolt;T-Bolt (L3)
1AGKAB;23109000;Bldg comp & mfg mats;T-Bolts Stainless;Building components & manufacturing materials;Fasteners;T-Bolt;T-Bolt (L3)
1AGKAC;23109000;Bldg comp & mfg mats;T-Bolts Carbon Steel;Building components & manufacturing materials;Fasteners;T-Bolt;T-Bolt (L3)
1AGLAA;23090100;Bldg comp & mfg mats;Washer, ring (L3);Building components & manufacturing materials;Fasteners;Washer, ring;Washer, ring (L3)
1AGLAB;23090100;Bldg comp & mfg mats;Washer stainless;Building components & manufacturing materials;Fasteners;Washer, ring;Washer, ring (L3)
1AGLAC;23090100;Bldg comp & mfg mats;Washer carbon steel;Building components & manufacturing materials;Fasteners;Washer, ring;Washer, ring (L3)
1AHAA;22499090;Bldg comp & mfg mats;Fiberglass (L2);Building components & manufacturing materials;Fiberglass;Fiberglass (L2);Fiberglass (L2)
1AIAA;22350000;Bldg comp & mfg mats;Glass (L2);Building components & manufacturing materials;Glass;Glass (L2);Glass (L2)
1AIBA;22350104;Bldg comp & mfg mats;Multipane insulating glass (L3);Building components & manufacturing materials;Glass;Multipane insulating glass;Multipane insulating glass (L3)
1AICA;22350177;Bldg comp & mfg mats;Other glass & accessories (L3);Building components & manufacturing materials;Glass;Other glass & accessories;Other glass & accessories (L3)
1AIDA;22350103;Bldg comp & mfg mats;Single pane glass (L3);Building components & manufacturing materials;Glass;Single pane glass;Single pane glass (L3)
1AIDB;22350180;Bldg comp & mfg mats;Acid etch glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Acid etch glass (L4)
1AIDC;22350188;Bldg comp & mfg mats;Clear glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Clear glass (L4)
1AIDD;22350179;Bldg comp & mfg mats;Fire rated glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Fire rated glass (L4)
1AIDE;22350181;Bldg comp & mfg mats;Glazed glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Glazed glass (L4)
1AIDF;22350178;Bldg comp & mfg mats;Insulated glass units (L4);Building components & manufacturing materials;Glass;Single pane glass;Insulated glass units (L4)
1AIDG;22350187;Bldg comp & mfg mats;Laminated glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Laminated glass (L4)
1AIDH;22350186;Bldg comp & mfg mats;Low emissivity glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Low emissivity glass (L4)
1AIDI;22350189;Bldg comp & mfg mats;Monolithic glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Monolithic glass (L4)
1AIDJ;22350185;Bldg comp & mfg mats;Monolithic mirror (L4);Building components & manufacturing materials;Glass;Single pane glass;Monolithic mirror (L4)
1AIDK;22350184;Bldg comp & mfg mats;Pattern glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Pattern glass (L4)
1AIDL;22350183;Bldg comp & mfg mats;Reflective glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Reflective glass (L4)
1AIDM;22350182;Bldg comp & mfg mats;Tint glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Tint glass (L4)
1AIDN;22350176;Bldg comp & mfg mats;Wire glass (L4);Building components & manufacturing materials;Glass;Single pane glass;Wire glass (L4)
1AJAA;22220100;Bldg comp & mfg mats;Insulation (L2);Building components & manufacturing materials;Insulation;Insulation (L2);Insulation (L2)
1AJBA;35030500;Bldg comp & mfg mats;Insulating foils (L3);Building components & manufacturing materials;Insulation;Insulating foils;Insulating foils (L3)
1AJCA;22220190;Bldg comp & mfg mats;Insulation, acoustic insulation (L3);Building components & manufacturing materials;Insulation;Insulation, acoustic insulation;Insulation, acoustic insulation (L3)
1AJDA;22220300;Bldg comp & mfg mats;Insulation, fireproofing material (L3);Building components & manufacturing materials;Insulation;Insulation, fireproofing material;Insulation, fireproofing material (L3)
1AJEAA;22220103;Bldg comp & mfg mats;Insulation, mineral wool (L3);Building components & manufacturing materials;Insulation;Insulation, mineral wool;Insulation, mineral wool (L3)
1AJEAB;22220103;Bldg comp & mfg mats;rock wool ;Building components & manufacturing materials;Insulation;Insulation, mineral wool;Insulation, mineral wool (L3)
1AJFA;22220104;Bldg comp & mfg mats;Insulation, rigid foam (L3);Building components & manufacturing materials;Insulation;Insulation, rigid foam;Insulation, rigid foam (L3)
1AKAAA;22180000;Bldg comp & mfg mats;Masonry (L3);Building components & manufacturing materials;Masonry;Masonry (L2);Masonry (L2)
1AKAAB;22180000;Bldg comp & mfg mats;Drill;Building components & manufacturing materials;Masonry;Masonry (L2);Masonry (L2)
1AKBA;22180200;Bldg comp & mfg mats;Blocks (L3);Building components & manufacturing materials;Masonry;Blocks;Blocks (L3)
1AKCA;22180500;Bldg comp & mfg mats;Bricks (L3);Building components & manufacturing materials;Masonry;Bricks;Bricks (L3)
1AKCB;22180207;Bldg comp & mfg mats;Bricks, ceramic (L4);Building components & manufacturing materials;Masonry;Bricks;Bricks, ceramic (L4)
1AKCC;22180504;Bldg comp & mfg mats;Bricks, clay (L4);Building components & manufacturing materials;Masonry;Bricks;Bricks, clay (L4)
1AKDA;22180492;Bldg comp & mfg mats;Masonry support (L3);Building components & manufacturing materials;Masonry;Masonry support;Masonry support (L3)
1AKEA;22160300;Bldg comp & mfg mats;Paving stones (L3);Building components & manufacturing materials;Masonry;Paving stones;Paving stones (L3)
1AKEB;22160304;Bldg comp & mfg mats;Paving stones, baked (L4);Building components & manufacturing materials;Masonry;Paving stones;Paving stones, baked (L4)
1AKEC;22160301;Bldg comp & mfg mats;Paving stones, concrete (L4);Building components & manufacturing materials;Masonry;Paving stones;Paving stones, concrete (L4)
1AKED;22160303;Bldg comp & mfg mats;Paving stones, natural stone (L4);Building components & manufacturing materials;Masonry;Paving stones;Paving stones, natural stone (L4)
1AKFA;22470000;Bldg comp & mfg mats;Tiles (L3);Building components & manufacturing materials;Masonry;Tiles;Tiles (L3)
1AKFB;22470110;Bldg comp & mfg mats;Tiles, colored (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, colored (L4)
1AKFC;22470200;Bldg comp & mfg mats;Tiles, concrete look (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, concrete look (L4)
1AKFD;22470300;Bldg comp & mfg mats;Tiles, glass look (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, glass look (L4)
1AKFE;22470113;Bldg comp & mfg mats;Tiles, natural stone look (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, natural stone look (L4)
1AKFF;22470190;Bldg comp & mfg mats;Tiles, white (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, white (L4)
1AKFG;22470109;Bldg comp & mfg mats;Tiles, wood look (L4);Building components & manufacturing materials;Masonry;Tiles;Tiles, wood look (L4)
1ALAA;35029000;Bldg comp & mfg mats;Non-ferrous metals, lead (L2);Building components & manufacturing materials;Non-ferrous metals, lead;Non-ferrous metals, lead (L2);Non-ferrous metals, lead (L2)
1AMAA;22250000;Bldg comp & mfg mats;Roofing (L2);Building components & manufacturing materials;Roofing;Roofing (L2);Roofing (L2)
1AMBA;22250500;Bldg comp & mfg mats;Roofing element (L3);Building components & manufacturing materials;Roofing;Roofing element;Roofing element (L3)
1AMCA;22259000;Bldg comp & mfg mats;Roofing membrane (L3);Building components & manufacturing materials;Roofing;Roofing membrane;Roofing membrane (L3)
1AMDA;22250700;Bldg comp & mfg mats;Roofing sheets (L3);Building components & manufacturing materials;Roofing;Roofing sheets;Roofing sheets (L3)
1AMEA;22250100;Bldg comp & mfg mats;Roofing slab (L3);Building components & manufacturing materials;Roofing;Roofing slab;Roofing slab (L3)
1AMFA;22250600;Bldg comp & mfg mats;Roofing tiles (L3);Building components & manufacturing materials;Roofing;Roofing tiles;Roofing tiles (L3)
1ANAA;22250103;Bldg comp & mfg mats;Rubber (L2);Building components & manufacturing materials;Rubber;Rubber (L2);Rubber (L2)
1AOAA;22900000;Bldg comp & mfg mats;Sanitary, heating & plumbing (L2);Building components & manufacturing materials;Sanitary, heating & plumbing (L2);Sanitary, heating & plumbing (L2);Sanitary, heating & plumbing (L2)
1AOBA;22390000;Bldg comp & mfg mats;Heating ventilation and air conditioning systems (L3);Building components & manufacturing materials;Sanitary, heating & plumbing;Heating ventilation and air conditioning systems;Heating ventilation and air conditioning systems (L3)
1AOBB;22410500;Bldg comp & mfg mats;Air conditioning (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Heating ventilation and air conditioning systems;Air conditioning (L4)
1AOBC;29020100;Bldg comp & mfg mats;Fireplaces (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Heating ventilation and air conditioning systems;Fireplaces (L4)
1AOBD;22390600;Bldg comp & mfg mats;Heating (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Heating ventilation and air conditioning systems;Heating (L4)
1AOBE;22410000;Bldg comp & mfg mats;Ventilation (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Heating ventilation and air conditioning systems;Ventilation (L4)
1AOCA;50030000;Bldg comp & mfg mats;Kitchen (L3);Building components & manufacturing materials;Sanitary, heating & plumbing;Kitchen;Kitchen (L3)
1AOCB;29150000;Bldg comp & mfg mats;Kitchen appliances (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Kitchen;Kitchen appliances (L4)
1AOCC;50039000;Bldg comp & mfg mats;Kitchen furniture (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Kitchen;Kitchen furniture (L4)
1AODA;22560000;Bldg comp & mfg mats;Plumbing products (L3);Building components & manufacturing materials;Sanitary, heating & plumbing;Plumbing products;Plumbing products (L3)
1AODB;22150602;Bldg comp & mfg mats;House drainage (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Plumbing products;House drainage (L4)
1AODC;22560200;Bldg comp & mfg mats;Pipe fittings (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Plumbing products;Pipe fittings (L4)
1AODD;22560101;Bldg comp & mfg mats;Plumbing pipes (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Plumbing products;Plumbing pipes (L4)
1AODE;37010400;Bldg comp & mfg mats;Plumbing valves (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Plumbing products;Plumbing valves (L4)
1AOEA;22360000;Bldg comp & mfg mats;Sanitary ware (L3);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Sanitary ware (L3)
1AOEB;22369100;Bldg comp & mfg mats;Bathroom accessories (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Bathroom accessories (L4)
1AOEC;50060208;Bldg comp & mfg mats;Bathroom furniture (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Bathroom furniture (L4)
1AOED;22361089;Bldg comp & mfg mats;Bathtubs (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Bathtubs (L4)
1AOEE;22360100;Bldg comp & mfg mats;Shower heads, taps & parts (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Shower heads, taps & parts (L4)
1AOEF;22361000;Bldg comp & mfg mats;Showers (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Showers (L4)
1AOEG;22361100;Bldg comp & mfg mats;Washbasins (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;Washbasins (L4)
1AOEH;22361189;Bldg comp & mfg mats;WC's (L4);Building components & manufacturing materials;Sanitary, heating & plumbing;Sanitary ware;WC's (L4)
1APAA;35060000;Bldg comp & mfg mats;Steel (L2);Building components & manufacturing materials;Steel;Steel (L2);Steel (L2)
1APBAA;35011500;Bldg comp & mfg mats;Fabricated steel components (L3);Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAB;35011500;Bldg comp & mfg mats;Casting parts carbon steel;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAC;35011500;Bldg comp & mfg mats;Turned Parts Stainless Steel;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAD;35011500;Bldg comp & mfg mats;Bended Wire Parts Stainless;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAE;35011500;Bldg comp & mfg mats;Forged  Parts Carbon Steel ;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAF;35011500;Bldg comp & mfg mats;Turned Parts Carbon Steel ;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAG;35011500;Bldg comp & mfg mats;Hybrid Parts;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAH;35011500;Bldg comp & mfg mats;Forged Parts Stainless Steel;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAI;35011500;Bldg comp & mfg mats;Stamped Parts Carbon Steel;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAJ;35011500;Bldg comp & mfg mats;Milled Parts;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAK;35011500;Bldg comp & mfg mats;Cold Forged Parts Stainless;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAL;35011500;Bldg comp & mfg mats;Cold Forged Parts Carbon Steel;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAM;35011500;Bldg comp & mfg mats;Stamped Parts Stainless;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAN;35011500;Bldg comp & mfg mats;Dowels/Metal anchors;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APBAP;35011500;Bldg comp & mfg mats;Laser Cuttings;Building components & manufacturing materials;Steel;Fabricated steel components;Fabricated steel components (L3)
1APCA;35067000;Bldg comp & mfg mats;Flat carbon steel (L3);Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel (L3)
1APCBA;35060101;Bldg comp & mfg mats;Flat carbon steel blank, sheet and roll formed profiles (L4);Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBB;35060101;Bldg comp & mfg mats;Cold Rolled Profiles Carbon;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBC;35060101;Bldg comp & mfg mats;Colled Rolled Profiles;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBD;35060101;Bldg comp & mfg mats;Sheets Carbon Steel;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBE;35060101;Bldg comp & mfg mats;Flat Bars Carbon;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBF;35060101;Bldg comp & mfg mats;Laser Cuttings;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCBG;35060101;Bldg comp & mfg mats;Sheets Carbon;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel blanks, sheets and roll formed profiles (L4)
1APCCA;35060102;Bldg comp & mfg mats;Flat carbon steel coils & strips (L4);Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel coils & strips (L4)
1APCCB;35060102;Bldg comp & mfg mats;Slit Strip carbon steel;Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel coils & strips (L4)
1APCD;35060108;Bldg comp & mfg mats;Flat carbon steel plates (Quarto) (L4);Building components & manufacturing materials;Steel;Flat carbon steel;Flat carbon steel plates (Quarto) (L4)
1APCE;37129090;Bldg comp & mfg mats;Special steel tubes and pipes (spiral welded, …) (L4);Building components & manufacturing materials;Steel;Flat carbon steel;Special steel tubes and pipes (spiral welded, …) (L4)
1APCFA;35060406;Bldg comp & mfg mats;Steel welded tubes (L4);Building components & manufacturing materials;Steel;Flat carbon steel;Steel welded tubes (L4)
1APCFB;35060406;Bldg comp & mfg mats;Tubes Carbon;Building components & manufacturing materials;Steel;Flat carbon steel;Steel welded tubes (L4)
1APDA;35019090;Bldg comp & mfg mats;Iron (L3);Building components & manufacturing materials;Steel;Iron;Iron (L3)
1APEA;35011785;Bldg comp & mfg mats;Long carbon steel (L3);Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel (L3)
1APEBA;35060390;Bldg comp & mfg mats;Long carbon steel bars and profiles (L4);Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APEBB;35060390;Bldg comp & mfg mats;Round Bars;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APEBC;35060390;Bldg comp & mfg mats;Flat Bars;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APEBD;35060390;Bldg comp & mfg mats;Hot Rolled Profiles Carbon Steel;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APEBE;35060390;Bldg comp & mfg mats;Flat Bars Carbon;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APEBF;35060390;Bldg comp & mfg mats;Round Bars Carbon;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel bars and profiles (L4)
1APECA;35060690;Bldg comp & mfg mats;Long carbon steel cold drawn wires and meshes (L4);Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel cold drawn wires and meshes (L4)
1APECB;35060690;Bldg comp & mfg mats;Ropes;Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel cold drawn wires and meshes (L4)
